,name,code,2016 매출,2017 매출,2018 매출,2019 매출,2020 매출,매출 증가 Check,2016 영업이익,2017 영업이익,2018 영업이익,2019 영업이익,2020 영업이익,영업이익 Check,영업이익 증가 Check,2016 ROE,2017 ROE,2018 ROE,2019 ROE,2020 ROE,ROE 평균 check,2016 배당금,2017 배당금,2018 배당금,2019 배당금,2020 배당금,배당금증가 Check,현금배당수익률,배당 checker,Unnamed: 1_level_1 매출,Unnamed: 1_level_1 영업이익,Unnamed: 1_level_1 ROE,Unnamed: 1_level_1 배당금,Unnamed: 2_level_1 매출,Unnamed: 3_level_1 매출,Unnamed: 2_level_1 영업이익,Unnamed: 3_level_1 영업이익,Unnamed: 2_level_1 ROE,Unnamed: 3_level_1 ROE,error code,2021 매출,2021 영업이익,2021 ROE,2021 배당금,Unnamed: 2_level_1 배당금,Unnamed: 4_level_1 매출,Unnamed: 5_level_1 매출,Unnamed: 4_level_1 영업이익,Unnamed: 5_level_1 영업이익,Unnamed: 4_level_1 ROE,Unnamed: 5_level_1 ROE,2015 매출,2015 영업이익,2015 ROE,2015 배당금
93,호전실업,111110,3170.0,3284.0,3133.0,3098.0,2925.0,False,280.0,151.0,108.0,193.0,15.0,True,False,21.53,4.29,3.88,2.26,-14.99,False,0.0,150.0,250.0,250.0,200.0,False,2.19,True,,,,,,,,,,,,,,,,,,,,,,,,,,
94,흥아해운,003280,8317.0,8364.0,1008.0,1022.0,889.0,False,59.0,-130.0,-112.0,-124.0,-58.0,False,False,-9.4,-37.75,-82.76,-98.7,-379.56,False,43.0,0.0,0.0,0.0,0.0,False,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
95,3S,060310,,265.0,315.0,358.0,226.0,False,,-24.0,3.0,17.0,5.0,False,False,,-27.61,-4.78,4.33,-3.19,False,,0.0,0.0,0.0,0.0,True,,False,,,,,,,,,,,,235.0,-14.0,2.0,,,,,,,,,,,,
96,EDGC,245620,14.0,32.0,215.0,567.0,925.0,True,-32.0,-52.0,-68.0,-86.0,-51.0,False,False,,-99.26,-27.33,-23.31,-19.0,False,0.0,0.0,0.0,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
97,ES큐브,050120,343.0,357.0,338.0,437.0,807.0,CHECK,22.0,22.0,-12.0,-26.0,103.0,False,False,38.07,2.4,-5.54,-21.76,-39.39,False,0.0,0.0,0.0,0.0,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
98,HK이노엔,195940,5109.0,5205.0,4907.0,5399.0,5984.0,CHECK,679.0,817.0,566.0,725.0,870.0,True,False,15.01,16.34,14.06,,3.83,True,901.0,5453.0,4534.0,2253.0,0.0,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
99,JW신약,067290,834.0,768.0,918.0,1025.0,1038.0,CHECK,67.0,-32.0,6.0,11.0,-6.0,False,False,-1.65,-17.04,-21.36,2.9,-10.51,False,57.0,57.0,57.0,57.0,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
100,KB오토시스,024120,1674.0,1643.0,1519.0,1478.0,1319.0,False,185.0,184.0,146.0,127.0,61.0,True,False,20.16,15.18,14.18,10.84,3.24,True,300.0,250.0,280.0,230.0,170.0,False,2.29,True,,,,,,,,,,,,,,,,,,,,,,,,,,
101,KH바텍,060720,3782.0,3511.0,1659.0,2036.0,1850.0,False,-153.0,-315.0,-68.0,70.0,35.0,False,False,-6.73,-16.29,-20.27,-6.36,-7.58,False,50.0,0.0,0.0,0.0,0.0,False,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PN풍년,024940,761.0,671.0,618.0,546.0,577.0,False,22.0,16.0,9.0,-13.0,5.0,False,False,5.81,4.55,3.67,15.19,,False,25.0,25.0,25.0,25.0,25.0,True,0.64,False,,,,,,,,,,,,,,,,,,,,,,,,,,
103,SCI평가정보,036120,353.0,428.0,499.0,526.0,509.0,CHECK,2.0,0.0,13.0,69.0,83.0,False,False,,-0.86,10.01,25.41,26.34,True,0.0,0.0,0.0,69.0,35.0,False,0.79,False,,,,,,,,,,,,,,,,,,,,,,,,,,
104,SG,255220,936.0,1261.0,1423.0,1328.0,1303.0,CHECK,115.0,166.0,151.0,128.0,53.0,True,False,43.72,38.96,21.35,15.65,-1.09,True,0.0,17.0,21.0,0.0,0.0,False,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
105,TJ미디어,032540,779.0,836.0,685.0,754.0,556.0,False,3.0,23.0,-18.0,5.0,-27.0,False,False,1.07,2.07,-2.0,1.15,-3.16,False,60.0,80.0,0.0,50.0,,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
106,UCI,038340,232.0,194.0,198.0,191.0,110.0,False,4.0,-1.0,3.0,-50.0,-132.0,False,False,-73.88,-143.25,-13.64,-71.38,-55.57,False,0.0,0.0,0.0,0.0,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
107,강스템바이오텍,217730,8.0,91.0,92.0,60.0,91.0,CHECK,-91.0,-117.0,-117.0,-232.0,-187.0,False,False,-37.55,,-38.36,-41.61,-30.2,False,0.0,0.0,0.0,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
108,경남스틸,039240,2655.0,2870.0,2749.0,3182.0,2975.0,CHECK,18.0,66.0,63.0,61.0,53.0,True,False,1.08,5.38,6.49,5.4,3.4,False,30.0,70.0,70.0,90.0,100.0,True,5.31,True,,,,,,,,,,,,,,,,,,,,,,,,,,
109,경남제약,053950,398.0,402.0,414.0,448.0,709.0,True,50.0,37.0,-8.0,-31.0,22.0,False,False,0.77,-21.69,,-10.09,-9.26,False,0.0,0.0,0.0,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
110,경창산업,024910,6458.0,5634.0,5965.0,5313.0,4864.0,False,293.0,-146.0,165.0,-152.0,139.0,False,False,6.37,-23.28,-15.97,-65.12,6.01,False,43.0,12.0,10.0,,,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
111,교보9호스팩,331520,,,,0.0,0.0,True,,,,-1.0,-1.0,False,True,,,,,-0.5,False,,,,0.0,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
112,국순당,043650,697.0,650.0,615.0,535.0,529.0,False,-65.0,-46.0,-30.0,-60.0,46.0,False,False,-1.39,4.76,-1.26,-0.06,8.79,False,50.0,170.0,260.0,100.0,160.0,False,2.85,True,,,,,,,,,,,,,,,,,,,,,,,,,,
113,국일제지,078130,404.0,440.0,487.0,839.0,1001.0,True,1.0,3.0,4.0,7.0,4.0,True,False,-0.6,3.14,-3.98,,-0.84,False,0.0,0.0,0.0,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
114,그리티,204020,1056.0,1258.0,1193.0,1231.0,1235.0,CHECK,47.0,101.0,80.0,29.0,21.0,True,False,7.49,15.18,7.9,2.43,1.31,False,56.0,116.0,90.0,30.0,30.0,False,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
115,글로본,019660,,71.0,298.0,103.0,42.0,False,,-69.0,16.0,-47.0,-43.0,False,False,,,6.66,-38.25,-26.55,False,0.0,0.0,0.0,0.0,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
116,까스텔바작,308100,,,923.0,814.0,673.0,False,,,146.0,90.0,75.0,True,False,,,,9.85,6.06,False,0.0,0.0,0.0,,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
117,나노브릭,286750,50.0,60.0,72.0,78.0,87.0,True,-46.0,-20.0,-13.0,-15.0,1.0,False,False,,-212.48,76.09,-9.96,-0.65,False,0.0,0.0,0.0,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
118,나노스,151910,397.0,358.0,611.0,526.0,570.0,CHECK,-516.0,-147.0,-32.0,-148.0,6.0,False,False,-385.07,-65.07,-42.52,-49.23,-4.75,False,0.0,0.0,0.0,,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
119,네오리진,094860,107.0,93.0,91.0,113.0,95.0,False,8.0,2.0,-8.0,3.0,-17.0,False,False,5.92,,-28.66,-24.12,-17.65,False,0.0,0.0,0.0,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
120,네오위즈,095660,1910.0,1740.0,2155.0,2545.0,2896.0,CHECK,235.0,109.0,226.0,326.0,603.0,True,False,3.85,-0.57,11.42,7.78,16.95,False,0.0,0.0,0.0,0.0,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
121,네오티스,085910,402.0,435.0,452.0,424.0,380.0,False,25.0,33.0,47.0,34.0,37.0,True,False,-2.77,-14.48,6.83,3.13,0.45,False,350.0,350.0,250.0,250.0,250.0,False,6.35,True,,,,,,,,,,,,,,,,,,,,,,,,,,
122,네이처셀,007390,268.0,272.0,267.0,231.0,167.0,False,-51.0,-5.0,12.0,18.0,-64.0,False,False,-14.71,-1.29,5.41,1.44,-26.1,False,0.0,0.0,0.0,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
123,녹십자셀,031390,285.0,195.0,296.0,379.0,408.0,CHECK,8.0,32.0,38.0,57.0,12.0,True,False,-0.24,1.64,,14.52,2.14,False,50.0,50.0,100.0,100.0,100.0,True,0.2,False,,,,,,,,,,,,,,,,,,,,,,,,,,
124,농우바이오,054050,1031.0,1045.0,1040.0,1213.0,1300.0,CHECK,135.0,100.0,52.0,39.0,42.0,True,False,-4.39,5.45,14.28,3.05,4.03,False,0.0,200.0,350.0,200.0,200.0,False,1.91,False,,,,,,,,,,,,,,,,,,,,,,,,,,
125,뉴인텍,012340,479.0,503.0,501.0,544.0,576.0,CHECK,-93.0,-16.0,-30.0,3.0,7.0,False,False,-53.17,-21.12,-27.13,-5.33,1.46,False,0.0,0.0,0.0,,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
126,다보링크,340360,225.0,392.0,362.0,434.0,635.0,CHECK,1.0,13.0,-5.0,7.0,55.0,False,False,-1.66,19.36,-16.17,23.16,80.19,True,0.0,0.0,0.0,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
127,대봉엘에스,078140,710.0,657.0,718.0,695.0,763.0,CHECK,112.0,91.0,79.0,74.0,81.0,True,False,14.2,10.8,8.65,7.37,6.31,False,50.0,50.0,50.0,50.0,50.0,True,0.45,False,,,,,,,,,,,,,,,,,,,,,,,,,,
128,대유,290380,263.0,285.0,287.0,297.0,336.0,True,51.0,69.0,70.0,53.0,46.0,True,False,20.62,20.14,13.43,7.91,7.71,True,111.0,111.0,147.0,167.0,0.0,False,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
129,대유에이피,290120,543.0,2066.0,1940.0,1575.0,1718.0,CHECK,18.0,81.0,104.0,101.0,141.0,True,False,,30.78,24.53,,11.93,True,0.0,0.0,200.0,200.0,200.0,True,2.68,True,,,,,,,,,,,,,,,,,,,,,,,,,,
130,대주산업,003310,851.0,855.0,841.0,843.0,852.0,CHECK,32.0,36.0,34.0,27.0,45.0,True,False,4.01,5.47,3.31,3.51,6.59,False,25.0,30.0,30.0,30.0,35.0,True,1.6,False,,,,,,,,,,,,,,,,,,,,,,,,,,
131,대한그린파워,060900,332.0,321.0,296.0,157.0,50.0,False,4.0,-62.0,-67.0,-79.0,-77.0,False,False,-19.07,-61.44,,-55.07,-76.61,False,0.0,0.0,0.0,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
132,대한약품,023910,1394.0,1444.0,1587.0,1688.0,1661.0,CHECK,217.0,323.0,362.0,336.0,300.0,True,False,20.8,23.78,22.26,18.34,9.97,True,220.0,300.0,300.0,400.0,400.0,True,1.21,False,,,,,,,,,,,,,,,,,,,,,,,,,,
133,동구바이오제약,006620,874.0,1011.0,1048.0,1252.0,1392.0,True,106.0,133.0,57.0,65.0,76.0,True,False,88.74,36.61,8.31,19.14,10.14,True,0.0,0.0,0.0,34.0,34.0,True,0.4,False,,,,,,,,,,,,,,,,,,,,,,,,,,
134,디에이테크놀로지,196490,749.0,1013.0,921.0,1088.0,568.0,False,30.0,46.0,21.0,6.0,-142.0,False,False,12.21,2.87,-28.63,-29.14,-36.09,False,100.0,50.0,0.0,0.0,0.0,False,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
135,디에이피,066900,2478.0,2979.0,3041.0,2705.0,3013.0,CHECK,49.0,75.0,116.0,8.0,82.0,True,False,2.76,5.71,7.58,0.98,4.88,False,,,,,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
136,디지틀조선,033130,391.0,395.0,397.0,338.0,304.0,False,46.0,54.0,64.0,29.0,15.0,True,False,7.28,7.85,7.24,4.54,2.32,False,40.0,40.0,40.0,30.0,20.0,False,0.66,False,,,,,,,,,,,,,,,,,,,,,,,,,,
137,룽투코리아,060240,613.0,524.0,575.0,301.0,521.0,CHECK,70.0,1.0,37.0,-31.0,2.0,False,False,1.85,-50.85,22.56,2.34,3.8,False,0.0,0.0,0.0,,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
138,링크제니시스,219420,102.0,118.0,116.0,114.0,129.0,CHECK,17.0,35.0,23.0,10.0,28.0,True,False,19.66,23.58,10.27,2.26,2.15,True,0.0,0.0,0.0,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
139,모비스,250060,46.0,24.0,25.0,122.0,139.0,CHECK,7.0,-16.0,-15.0,-18.0,-4.0,False,False,12.96,-23.52,,-2.68,-5.79,False,0.0,0.0,0.0,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
140,모트렉스,118990,2352.0,2549.0,2129.0,3136.0,3538.0,CHECK,212.0,255.0,-4.0,-26.0,106.0,False,False,38.71,20.09,-1.45,-33.13,-17.48,False,0.0,137.0,0.0,0.0,0.0,False,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
141,미래에셋대우스팩3호,328380,,,,0.0,0.0,True,,,,0.0,0.0,False,True,,,,,0.33,False,,,,,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
142,미코바이오메드,214610,90.0,30.0,36.0,41.0,457.0,CHECK,-12.0,-44.0,-84.0,-117.0,35.0,False,False,-61.78,-362.86,,-434.64,-20.27,False,0.0,0.0,0.0,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
143,버킷스튜디오,066410,180.0,161.0,184.0,176.0,233.0,CHECK,-45.0,7.0,-19.0,8.0,4.0,False,False,-37.64,3.78,-53.47,-9.45,-11.35,False,0.0,0.0,0.0,0.0,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
144,베뉴지,019010,697.0,524.0,524.0,590.0,491.0,False,37.0,21.0,20.0,60.0,38.0,True,False,6.61,-0.86,1.02,1.41,3.35,False,30.0,30.0,30.0,30.0,30.0,True,1.6,False,,,,,,,,,,,,,,,,,,,,,,,,,,
145,브랜드엑스코퍼레이션,337930,,,217.0,641.0,1397.0,True,,,45.0,99.0,81.0,True,False,,,,84.04,18.14,True,,0.0,0.0,0.0,73.0,True,1.03,False,,,,,,,,,,,,,,,,,,,,,,,,,,
146,삼보판지,023600,2569.0,3239.0,3762.0,3670.0,4034.0,CHECK,166.0,77.0,551.0,457.0,469.0,True,False,12.34,2.65,19.31,8.26,9.64,True,43.0,43.0,45.0,125.0,125.0,True,1.04,False,,,,,,,,,,,,,,,,,,,,,,,,,,
147,삼성스팩4호,377630,,,,,,True,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,"Traceback (most recent call last):
  File ""c:\projects\python-stockMarketDataProcessing\python-stockMarketDataProcessing\stock_screener\main.py"", line 99, in checker
    roe_average = round(sum(roe) / len(roe), 2)
ZeroDivisionError: division by zero
",,,,,,,,,,,,,,,
148,삼아제약,009300,659.0,618.0,669.0,716.0,537.0,False,96.0,76.0,94.0,104.0,39.0,True,False,6.83,3.8,5.55,,0.07,False,250.0,250.0,250.0,300.0,300.0,True,1.81,False,,,,,,,,,,,,,,,,,,,,,,,,,,
149,삼일,032280,925.0,909.0,976.0,961.0,834.0,False,28.0,29.0,33.0,25.0,-14.0,False,False,4.31,3.28,4.17,5.18,-5.03,False,50.0,50.0,50.0,50.0,30.0,False,1.49,False,,,,,,,,,,,,,,,,,,,,,,,,,,
150,샘씨엔에스,252990,115.0,215.0,251.0,210.0,359.0,CHECK,23.0,13.0,18.0,11.0,78.0,True,False,,,-12.67,3.08,28.2,False,0.0,0.0,0.0,0.0,0.0,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
151,서암기계공업,100660,318.0,408.0,425.0,385.0,318.0,False,0.0,23.0,31.0,15.0,-5.0,False,False,1.69,4.07,5.87,3.59,0.85,False,50.0,50.0,50.0,50.0,35.0,False,0.63,False,,,,,,,,,,,,,,,,,,,,,,,,,,
152,선진뷰티사이언스,086710,331.0,381.0,464.0,474.0,464.0,CHECK,39.0,27.0,56.0,47.0,36.0,True,False,25.5,12.15,,15.24,8.81,True,30.0,22.0,27.0,30.0,20.0,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
153,성창오토텍,080470,1527.0,1430.0,1307.0,1328.0,1255.0,False,26.0,10.0,2.0,-4.0,8.0,False,False,3.08,-4.2,-5.7,-0.58,2.18,False,0.0,50.0,50.0,30.0,50.0,False,0.59,False,,,,,,,,,,,,,,,,,,,,,,,,,,
154,셀바스헬스케어,208370,231.0,296.0,200.0,224.0,212.0,False,-67.0,2.0,-132.0,-34.0,15.0,False,False,-64.64,-4.08,-94.26,-17.18,3.09,False,0.0,0.0,0.0,0.0,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
155,스타플렉스,115570,853.0,870.0,951.0,927.0,681.0,False,101.0,26.0,4.0,13.0,-44.0,False,False,10.01,-9.45,7.84,-9.26,-10.63,False,80.0,80.0,100.0,80.0,0.0,False,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
156,스페코,013810,843.0,688.0,532.0,747.0,788.0,CHECK,54.0,14.0,-28.0,66.0,120.0,False,False,9.39,-1.09,-16.96,28.18,22.93,False,0.0,0.0,0.0,0.0,50.0,True,0.43,False,,,,,,,,,,,,,,,,,,,,,,,,,,
157,시티랩스,139050,375.0,493.0,383.0,807.0,1136.0,CHECK,-9.0,-32.0,-10.0,-15.0,26.0,False,False,-10.13,-31.99,-3.51,-48.27,-26.15,False,0.0,0.0,0.0,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
158,신영스팩6호,344050,,,,0.0,0.0,True,,,,0.0,-2.0,False,False,,,,,-2.0,False,,,,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
159,쌍용정보통신,010280,2196.0,1461.0,1233.0,1083.0,1200.0,False,-17.0,-67.0,29.0,5.0,-105.0,False,False,-6.3,-18.59,50.09,2.96,-42.16,False,0.0,0.0,0.0,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
160,썸에이지,208640,61.0,36.0,36.0,36.0,70.0,CHECK,-15.0,-89.0,-265.0,-133.0,-120.0,False,False,,-27.49,-151.21,-76.84,-31.25,False,0.0,0.0,0.0,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
161,쎄미시스코,136510,125.0,250.0,219.0,171.0,136.0,False,10.0,33.0,-7.0,-78.0,-74.0,False,False,6.53,9.8,2.97,-20.51,-48.29,False,30.0,50.0,20.0,0.0,0.0,False,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
162,씨케이에이치,900120,2976.0,1463.0,1453.0,1293.0,634.0,False,705.0,30.0,-765.0,-729.0,-620.0,False,False,9.14,0.13,-13.29,-14.55,-24.58,False,0.0,0.0,0.0,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
163,아이비김영,339950,223.0,255.0,324.0,547.0,599.0,True,3.0,17.0,51.0,73.0,41.0,True,False,8.04,53.56,92.91,,-2.51,True,0.0,0.0,0.0,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
164,아이센스,099190,1325.0,1570.0,1730.0,1898.0,2037.0,True,257.0,228.0,274.0,302.0,305.0,True,False,12.47,10.07,13.16,12.35,12.84,True,100.0,100.0,150.0,200.0,250.0,True,0.83,False,,,,,,,,,,,,,,,,,,,,,,,,,,
165,아이씨디,040910,2309.0,3118.0,2340.0,1216.0,3090.0,CHECK,161.0,369.0,397.0,143.0,501.0,True,False,10.17,19.84,22.47,8.01,20.49,True,100.0,150.0,150.0,150.0,350.0,True,1.91,False,,,,,,,,,,,,,,,,,,,,,,,,,,
166,아이씨케이,068940,247.0,272.0,241.0,247.0,278.0,CHECK,2.0,-73.0,-23.0,-2.0,-32.0,False,False,0.87,-42.83,-17.39,0.05,-20.54,False,0.0,0.0,0.0,0.0,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
167,아이에스이커머스,069920,786.0,365.0,349.0,209.0,294.0,False,-4.0,-14.0,-60.0,-47.0,-3.0,False,False,5.36,60.93,-24.1,,-20.91,False,0.0,0.0,0.0,,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
168,아이오케이,078860,135.0,184.0,297.0,276.0,210.0,False,-22.0,-1.0,-57.0,4.0,-30.0,False,False,-7.45,,-16.59,-9.07,-4.04,False,0.0,0.0,0.0,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
169,아이원스,114810,850.0,1296.0,1782.0,1255.0,1463.0,CHECK,61.0,111.0,100.0,10.0,94.0,True,False,3.43,3.87,4.29,,0.33,False,0.0,0.0,0.0,0.0,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
170,아이즈비전,031310,1598.0,1671.0,1602.0,1315.0,1353.0,False,45.0,86.0,124.0,-5.0,57.0,False,False,5.84,7.75,13.13,-1.11,12.4,False,65.0,75.0,100.0,0.0,0.0,False,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
171,아이컴포넌트,059100,536.0,245.0,257.0,290.0,291.0,False,55.0,-41.0,-34.0,-15.0,17.0,False,False,15.27,-22.34,-9.91,-4.25,1.38,False,100.0,,,,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
172,아이큐어,175250,273.0,398.0,333.0,609.0,901.0,CHECK,-31.0,-3.0,-88.0,-63.0,-155.0,False,False,-28.32,3.13,-15.44,-9.6,-12.03,False,0.0,0.0,0.0,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
173,아이티센,124500,2737.0,3115.0,5492.0,15343.0,22751.0,True,-38.0,35.0,83.0,252.0,146.0,False,False,-32.14,3.65,-0.87,1.06,14.09,False,0.0,0.0,0.0,0.0,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
174,알에프세미,096610,642.0,622.0,519.0,424.0,339.0,False,26.0,2.0,6.0,-8.0,-210.0,False,False,1.94,-2.56,0.45,-5.37,-46.59,False,35.0,23.0,28.0,13.0,0.0,False,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
175,알에프텍,061040,3220.0,2871.0,2403.0,2845.0,2579.0,False,90.0,104.0,58.0,131.0,98.0,True,False,8.87,3.19,5.51,-2.06,-21.17,False,0.0,50.0,0.0,0.0,0.0,False,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
176,애니플러스,310200,100.0,102.0,199.0,184.0,159.0,CHECK,1.0,10.0,31.0,0.0,-10.0,False,False,2.71,3.89,,-33.34,-33.65,False,0.0,0.0,0.0,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
177,앤디포스,238090,706.0,523.0,478.0,841.0,890.0,CHECK,168.0,91.0,79.0,87.0,77.0,True,False,28.45,10.03,,-0.64,6.72,True,394.0,246.0,64.0,0.0,0.0,False,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
178,앱클론,174900,31.0,35.0,39.0,144.0,28.0,False,-16.0,-15.0,-20.0,43.0,-66.0,False,False,-12.63,-10.1,-4.67,9.49,-19.92,False,0.0,0.0,0.0,0.0,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
179,어보브반도체,102120,1032.0,1058.0,1095.0,1268.0,1442.0,True,93.0,75.0,78.0,139.0,176.0,True,False,9.01,-6.43,10.8,15.8,14.65,False,50.0,75.0,90.0,200.0,240.0,True,1.36,False,,,,,,,,,,,,,,,,,,,,,,,,,,
180,에스아이리소스,065420,252.0,334.0,282.0,128.0,134.0,False,-39.0,7.0,-1.0,5.0,4.0,False,False,-4.98,-6.91,-14.67,-68.5,9.42,False,0.0,0.0,0.0,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
181,에스앤더블류,103230,422.0,327.0,302.0,360.0,335.0,False,-21.0,-46.0,-83.0,-22.0,-9.0,False,False,-1.89,-7.71,-21.59,-6.79,1.59,False,,,,,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
182,에스에너지,095910,3046.0,2251.0,1655.0,2169.0,2548.0,CHECK,75.0,82.0,-15.0,10.0,-59.0,False,False,3.08,-3.6,-12.43,-8.21,-20.55,False,103.0,47.0,47.0,47.0,47.0,False,0.63,False,,,,,,,,,,,,,,,,,,,,,,,,,,
183,에스에프에이,056190,13197.0,19204.0,15601.0,15777.0,15512.0,False,1208.0,2361.0,2344.0,2142.0,1673.0,True,False,14.69,29.26,20.22,15.9,11.33,True,560.0,1245.0,1278.0,1056.0,950.0,False,2.46,True,,,,,,,,,,,,,,,,,,,,,,,,,,
184,에쎈테크,043340,729.0,661.0,588.0,517.0,500.0,False,28.0,6.0,27.0,4.0,8.0,True,False,6.66,2.19,6.86,-1.71,-1.36,False,,,,,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
185,에이디테크놀로지,200710,227.0,322.0,1103.0,2258.0,2924.0,True,-35.0,-4.0,121.0,122.0,135.0,False,False,-11.21,0.46,,15.31,3.23,False,0.0,0.0,90.0,0.0,70.0,False,0.23,False,,,,,,,,,,,,,,,,,,,,,,,,,,
186,에이스토리,241840,273.0,201.0,464.0,282.0,221.0,False,9.0,-27.0,12.0,-11.0,-9.0,False,False,10.22,-26.44,19.9,-4.61,-21.3,False,0.0,0.0,0.0,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
187,에이티넘인베스트,021080,132.0,251.0,171.0,214.0,322.0,CHECK,67.0,123.0,80.0,85.0,172.0,True,False,8.67,12.87,9.59,8.7,17.04,True,35.0,60.0,50.0,50.0,100.0,False,3.85,True,,,,,,,,,,,,,,,,,,,,,,,,,,
188,엑세스바이오,950130,325.0,295.0,402.0,431.0,1218.0,CHECK,-7.0,-69.0,-44.0,-80.0,687.0,False,False,0.5,-12.78,-10.42,-56.79,89.16,False,0.0,0.0,0.0,0.0,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
189,엑시콘,092870,451.0,672.0,565.0,382.0,674.0,CHECK,31.0,76.0,37.0,-52.0,83.0,False,False,7.62,11.24,4.71,-6.82,14.07,False,99.0,134.0,99.0,64.0,50.0,False,0.3,False,,,,,,,,,,,,,,,,,,,,,,,,,,
190,엔시트론,101400,418.0,263.0,163.0,109.0,108.0,False,0.0,-58.0,-106.0,-58.0,-29.0,False,False,-10.67,-62.43,-164.72,-90.47,-41.45,False,0.0,0.0,0.0,0.0,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
